Current(A),Voltage(V),Temperature (C)_1,Temperature (C)_2,SOC
0.0,3.440106392,40.26234055,40.46087265,90.0
1.151270628,3.748800516,40.33618164,40.46087265,100.0
0.552333415,3.601070404,40.36635971,40.20894241,100.0
0.518033981,3.601070404,40.26234055,40.12146378,100.0
0.486638218,3.601070404,40.35289001,40.41714478,100.0
0.45742017,3.601070404,40.32270813,40.23912811,100.0
0.429653972,3.601070404,40.35289001,40.29949951,100.0
0.403702557,3.601070404,40.35289001,40.29949951,100.0
0.378658533,3.600762844,40.38307571,40.35987091,100.0
0.354703367,3.600762844,40.36960983,40.34632874,100.0
0.332381517,3.601070404,40.4434433,40.24222183,100.0
0.311148524,3.601070404,40.39979553,40.27241135,100.0
0.290822953,3.600762844,40.32595825,40.22867966,100.0
0.272312135,3.601070404,40.42998123,40.25886917,100.0
0.254527241,3.600762844,40.35614777,40.18494415,100.0
0.238194183,3.601378202,40.42998123,40.37651443,100.0
0.222224072,3.601070404,40.38633347,40.45042419,100.0
0.207705796,3.600762844,40.38633347,40.25886917,100.0
0.194276392,3.600762844,40.31249237,40.25886917,100.0
0.181572899,3.601070404,40.49035263,40.25886917,100.0
0.169595316,3.600762844,40.38633347,40.43688965,100.0
0.159069568,3.601070404,40.41651917,40.24533081,100.0
0.148725286,3.600762844,40.38633347,40.21513748,100.0
0.139288411,3.601070404,40.3426857,40.31925201,100.0
0.130758926,3.601070404,40.37287521,40.39316559,100.0
0.12259239,3.600762844,40.37287521,40.24533081,100.0
0.114970297,3.601070404,40.41651917,40.31925201,100.0
0.108437069,3.600762844,40.55072403,40.27552795,100.0
0.101903848,3.601070404,40.40306473,40.37963486,100.0
0.096278012,3.600762844,40.44670868,40.27552795,100.0
0.090833656,3.601070404,40.47689819,40.30572128,100.0
0.085570782,3.601070404,40.40306473,40.37963486,100.0
0.080852345,3.600762844,40.44670868,40.37963486,100.0
0.076315381,3.600762844,40.40306473,40.37963486,100.0
0.072504334,3.601070404,40.50708771,40.30572128,100.0
0.069056243,3.601378202,40.43325424,40.30572128,100.0
0.065245196,3.600762844,40.43325424,40.37963486,100.0
0.06216006,3.601070404,40.43325424,40.15787506,100.0
0.059074927,3.600762844,40.46344376,40.33591461,100.0
0.056352749,3.601070404,40.43325424,40.37963486,100.0
0.053449094,3.601070404,40.43325424,40.23180008,100.0
0.051089872,3.600762844,40.46344376,40.23180008,100.0
0.049093608,3.601070404,40.46344376,40.33591461,100.0
0.046915866,3.601070404,40.43325424,40.37963486,100.0
0.044919603,3.601070404,40.46344376,40.33591461,100.0
0.04310482,3.601070404,40.46344376,40.26199341,100.0
0.041471515,3.601070404,40.35942078,40.23180008,100.0
0.039656729,3.601070404,40.43325424,40.1880722,100.0
0.038386378,3.601070404,40.46344376,40.26199341,100.0
0.036753073,3.600762844,40.46344376,40.26199341,100.0
0.035482723,3.601070404,40.43325424,40.4400177,100.0
0.034030896,3.601070404,40.43325424,40.30572128,100.0
0.033123504,3.601070404,40.46344376,40.26199341,100.0
0.031853154,3.601070404,40.46344376,40.33591461,100.0
0.030945761,3.601070404,40.38961411,40.30572128,100.0
0.02985689,3.600762844,40.46344376,40.40982819,100.0
0.02876802,3.600762844,40.43325424,40.30572128,100.0
0.028223585,3.601070404,40.46344376,40.40982819,100.0
0.027316192,3.601070404,40.38961411,40.26199341,100.0
0.026408799,3.600762844,40.38961411,40.40982819,100.0
0.025682885,3.600762844,40.46344376,40.33591461,100.0
0.024775494,3.600762844,40.46344376,40.33591461,100.0
0.024231058,3.600762844,40.46344376,40.33591461,100.0
0.023686623,3.601070404,40.46344376,40.30572128,100.0
0.023142187,3.600762844,40.43325424,40.33591461,100.0
0.022416273,3.601070404,40.43325424,40.40982819,100.0
0.021690359,3.601070404,40.38961411,40.33591461,100.0
0.021327402,3.600762844,40.53727341,40.40982819,100.0
0.020782966,3.601070404,40.46344376,40.33591461,100.0
0.020420009,3.601070404,40.43325424,40.30572128,100.0
0.019875575,3.601070404,40.43325424,40.40982819,100.0
0.019512618,3.600762844,40.43325424,40.37963486,100.0
0.018968182,3.601070404,40.50708771,40.45354462,100.0
0.018605225,3.601070404,40.43325424,40.37963486,100.0
0.018423747,3.601070404,40.46344376,40.30572128,100.0
0.018242268,3.601070404,40.43325424,40.40982819,100.0
0.017697833,3.601070404,40.50708771,40.37963486,100.0
0.017334877,3.600762844,40.50708771,40.30572128,100.0
0.017153397,3.601070404,40.43325424,40.40982819,100.0
0.016608963,3.601070404,40.38961411,40.33591461,100.0
0.016246006,3.600762844,40.43325424,40.30572128,100.0
0.015883047,3.600762844,40.43325424,40.37963486,100.0
0.01570157,3.601070404,40.35942078,40.33591461,100.0
0.01570157,3.601070404,40.50708771,40.30572128,100.0
0.015338613,3.601070404,40.46344376,40.40982819,100.0
0.014975656,3.601070404,40.46344376,40.48373413,100.0
0.014975656,3.601378202,40.50708771,40.30572128,100.0
0.01443122,3.600762844,40.50708771,40.33591461,100.0
0.014249742,3.601070404,40.50708771,40.40982819,100.0
0.014068264,3.601070404,40.50708771,40.33591461,100.0
0.014068264,3.601070404,40.53727341,40.33591461,100.0
0.013705307,3.600762844,40.50708771,40.37963486,100.0
0.013705307,3.601378202,40.50708771,40.40982819,100.0
0.013160871,3.600762844,40.46344376,40.40982819,100.0
0.013160871,3.601070404,40.50708771,40.30572128,100.0
0.012979392,3.601070404,40.43325424,40.30572128,100.0
0.012797914,3.601070404,40.43325424,40.30572128,100.0
