Current(A),Voltage(V),Temperature (C)_1,Temperature (C)_2,SOC
0.0,3.306226254,14.69107056,10.47424984,82.0
1.151232719,3.630308628,14.69107056,10.47424984,100.0
0.984615147,3.601378202,14.66014862,10.39844418,100.0
0.956485987,3.600762844,14.66014862,10.59485531,100.0
0.935071528,3.600762844,14.76660633,10.56385708,100.0
0.916923702,3.601070404,14.70476151,10.63965702,100.0
0.901860952,3.600762844,14.62922382,10.63965702,100.0
0.889157474,3.600762844,14.79398727,11.1081953,100.0
0.878268778,3.601070404,14.71845436,10.97043514,100.0
0.868831873,3.600762844,14.68753624,11.04621887,100.0
0.860483885,3.600762844,14.61199856,10.98424053,100.0
0.853587687,3.600762844,14.6566143,10.71206856,100.0
0.847417414,3.601070404,14.5192318,10.92226601,100.0
0.841973066,3.600762844,14.55015373,10.84647655,100.0
0.837254643,3.600762844,14.55015373,10.95325184,100.0
0.833080649,3.600762844,14.60847664,10.98424053,100.0
0.829269588,3.601070404,14.38183784,11.02903652,100.0
0.825821519,3.600762844,14.38183784,10.87746429,100.0
0.822736382,3.600762844,14.38183784,10.84647655,100.0
0.819832683,3.600762844,14.38183784,10.69488907,100.0
0.817291975,3.601070404,14.35091496,10.89127636,100.0
0.815295756,3.601070404,14.41276264,10.86028862,100.0
0.812755048,3.601070404,14.38183784,10.96706295,100.0
0.811121762,3.600762844,14.41276264,10.92226601,100.0
0.809125483,3.601070404,14.41276264,10.99805164,100.0
0.807492137,3.601070404,14.47460747,10.95325184,100.0
0.805677354,3.600762844,14.36813354,10.99805164,100.0
0.804225564,3.600762844,14.38183784,10.92226601,100.0
0.80295521,3.601070404,14.35091496,10.93607712,100.0
0.801684856,3.601070404,14.31999493,10.90509415,100.0
0.800414503,3.600762844,14.28907108,10.90509415,100.0
0.798962653,3.600762844,14.31999493,10.90509415,100.0
0.798055291,3.601070404,14.28907108,10.798316,100.0
0.796784937,3.601070404,14.28907108,10.87410641,100.0
0.79569608,3.601070404,14.31999493,10.798316,100.0
0.794607222,3.600455046,14.28907108,10.94989491,100.0
0.793699801,3.601070404,14.28907108,10.96371651,100.0
0.79279238,3.601070404,14.36462688,11.0704813,100.0
0.791703522,3.601070404,14.2581501,10.76733017,100.0
0.790614665,3.600762844,14.2581501,10.87410641,100.0
0.789707303,3.601070404,14.2581501,10.8121376,100.0
0.788799882,3.601070404,14.22722721,10.88792706,100.0
0.787892461,3.601070404,14.22722721,10.91891098,100.0
0.786985099,3.600762844,14.19630814,10.96371651,100.0
0.786259174,3.601070404,14.15166664,10.93273544,100.0
0.785351813,3.601070404,14.16538715,10.97754192,100.0
0.784625888,3.601070404,14.16538715,10.90175533,100.0
0.78353703,3.600762844,14.16538715,10.75017166,100.0
0.782448113,3.601070404,14.13446617,10.87077427,100.0
0.781903684,3.601070404,14.10354424,10.87077427,100.0
0.780814826,3.601378202,14.10354424,10.71918774,100.0
0.780270398,3.601070404,14.07262516,10.8536253,100.0
0.77918154,3.600762844,14.07262516,10.77783298,100.0
0.778637111,3.601070404,13.93521214,10.8088131,100.0
0.777548194,3.600762844,13.94894314,10.71587276,100.0
0.776640832,3.601070404,13.97986221,10.64007378,100.0
0.775733411,3.601070404,13.91802692,10.65391827,100.0
0.77482605,3.600762844,13.94894314,10.72971439,100.0
0.774100125,3.601070404,13.88710594,10.72971439,100.0
0.7733742,3.601070404,13.91802692,10.62293911,100.0
0.772285342,3.601070404,13.91802692,10.68489361,100.0
0.771377921,3.601070404,13.81152821,10.57811737,100.0
0.77047056,3.601070404,13.91802692,10.53329372,100.0
0.769926131,3.601070404,13.94894314,10.53329372,100.0
0.768837273,3.601070404,13.90428925,10.53329372,100.0
0.767929852,3.601070404,13.91802692,10.67105579,100.0
0.767203927,3.600762844,13.90428925,10.45748997,100.0
0.766115069,3.600762844,13.88710594,10.65391827,100.0
0.765389144,3.600762844,13.85618782,10.54713726,100.0
0.764663219,3.601070404,13.88710594,10.54713726,100.0
0.763937354,3.601070404,13.78060818,10.59196186,100.0
0.762848437,3.601378202,13.78060818,10.54713726,100.0
0.761759579,3.600762844,13.78060818,10.44035435,100.0
0.76121515,3.601070404,13.7359457,10.51615906,100.0
0.760126293,3.600762844,13.78060818,10.53329372,100.0
0.759218872,3.601070404,13.74968815,10.44035435,100.0
0.758493006,3.601070404,13.74968815,10.44035435,100.0
0.757767081,3.601070404,13.78060818,10.44035435,100.0
0.756678164,3.600762844,13.8252697,10.44035435,100.0
0.755770802,3.600762844,13.71876717,10.40937519,100.0
0.754863381,3.600762844,13.71876717,10.4542017,100.0
0.754318953,3.600762844,13.74968815,10.53000641,100.0
0.753230095,3.600762844,13.71876717,10.53000641,100.0
0.75250417,3.601070404,13.71876717,10.53000641,100.0
0.751596808,3.601070404,13.61225796,10.53000641,100.0
0.750689387,3.600762844,13.68784618,10.60580826,100.0
0.749963462,3.601070404,13.68784618,10.54385662,100.0
0.749056101,3.601070404,13.70159435,10.51288128,100.0
0.747967243,3.600762844,13.59508991,10.5577116,100.0
0.747241318,3.600762844,13.56416893,10.43707657,100.0
0.746515393,3.601070404,13.59508991,10.48190784,100.0
0.745426536,3.601070404,13.56416893,10.52673626,100.0
0.744519114,3.601070404,13.59508991,10.3302927,100.0
0.743611753,3.600762844,13.457654,10.48190784,100.0
0.742885828,3.601070404,13.53324986,10.46479321,100.0
0.74179697,3.600762844,13.56416893,10.4509325,100.0
0.741071045,3.601070404,13.50233364,10.49576378,100.0
0.74034512,3.601070404,13.54700851,10.38898754,100.0
0.739256263,3.601070404,13.37865925,10.34090519,100.0
0.738530338,3.601070404,13.45425797,10.4028492,100.0
0.737622976,3.601070404,13.42334366,10.34090519,100.0
0.736534059,3.601070404,13.36151123,10.30993557,100.0
0.735808194,3.601070404,13.36151123,10.34090519,100.0
0.734719276,3.601070404,13.33059692,10.27896595,100.0
0.733993411,3.601070404,13.33059692,10.24799538,100.0
0.732904494,3.601070404,13.29968262,10.21702766,100.0
0.732178569,3.601070404,13.22407627,10.21702766,100.0
0.731271207,3.600762844,13.33059692,10.186059,100.0
0.730726779,3.600762844,13.25499249,10.186059,100.0
0.729637921,3.600762844,13.25499249,10.11024189,100.0
0.728911996,3.600762844,13.22407627,10.21702766,100.0
0.728186071,3.601070404,13.22407627,10.186059,100.0
0.727097213,3.601070404,13.29968262,10.186059,100.0
0.726371288,3.600762844,13.29968262,10.21702766,100.0
0.725645363,3.601070404,13.29968262,10.21702766,100.0
0.724738002,3.601070404,13.22407627,10.21702766,100.0
0.723830581,3.601070404,13.22407627,10.11024189,100.0
0.722923219,3.601070404,13.17938328,10.186059,100.0
0.722015798,3.601070404,13.14846611,10.186059,100.0
0.721108437,3.601378202,13.22407627,10.186059,100.0
0.720201015,3.601070404,13.14846611,10.186059,100.0
0.719475091,3.600762844,13.14846611,10.186059,100.0
0.718567729,3.601070404,13.14846611,10.186059,100.0
0.717660308,3.601070404,13.14846611,10.186059,100.0
0.716752946,3.600762844,13.10377121,10.11024189,100.0
0.715845525,3.601070404,12.99723339,10.186059,100.0
0.714938164,3.600762844,12.99723339,10.09636402,100.0
0.714030743,3.601070404,13.05907345,10.06539345,100.0
0.713123381,3.601070404,13.08999538,10.08248901,100.0
0.712397456,3.601070404,13.05907345,10.08248901,100.0
0.711490035,3.601070404,13.01437855,10.03764343,100.0
0.710582674,3.601070404,13.12091732,10.17541313,100.0
0.709675252,3.601070404,13.12091732,10.06861973,100.0
0.708767891,3.601070404,13.24460602,10.09959602,100.0
0.70786047,3.601070404,13.18276119,10.28220177,100.0
0.706953108,3.601070404,13.06245899,10.09959602,100.0
0.706045687,3.601070404,13.16899681,10.19252396,100.0
0.705319762,3.601070404,12.89745426,10.22350121,100.0
0.704230905,3.600762844,12.85275841,10.1167078,100.0
0.70350498,3.601070404,12.80806351,10.25448036,100.0
0.702779114,3.601070404,13.06586456,10.147686,100.0
0.701690197,3.601070404,12.58116341,10.28545666,100.0
0.700964272,3.601070404,12.71867275,10.20964432,100.0
